PersonID,Name,Age,Gender,Nationality,Joined,ClassDept,Type,Survived
522,"CROSBY, Miss Harriette Rebecca",39,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
523,"CROSBY, Mrs Catherine Elizabeth",64,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
524,"CROSKERY, Mr Thomas",40,Male,Irish,Belfast,Engineering Crew,Engineer,
525,"CROSS, Mr William Alfred",44,Male,English,Southampton,Engineering Crew,Engineer,LOST
526,"CROSSLEY, Mr John",33,Male,Irish,Belfast,Engineering Crew,Engineer,
527,"CROUGHANE, Mr Michael",45,Male,Irish,Belfast,Engineering Crew,Engineer,
528,"CROVELLA, Mr Paolo Luigi",16,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
529,"CROW, Mr George Frederick",26,Male,English,Southampton,Victualling Crew,Victualler,SAVED
530,"CRUMPLIN, Mr Charles George Chandler",35,Male,English,Belfast,Victualling Crew,Victualler,LOST
531,"CULLEN, Mr Charles James",49,Male,English,Belfast,Victualling Crew,Victualler,SAVED
532,"CULLEN, Mr John",43,Male,Irish,Belfast,Engineering Crew,Engineer,
533,"CULLEN, Mr Patrick",36,Male,Irish,Belfast,Engineering Crew,Engineer,
534,"CUMINGS, Mr John Bradley",39,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
535,"CUMINGS, Mrs Florence Briggs",35,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
536,"CUNNINGHAM, Mr Alfred Fleming",21,Male,Irish,Belfast,2nd Class Passenger H&W Guarantee Group,H&W Guarantee Group,LOST
537,"CUNNINGHAM, Mr Andrew Orr",38,Male,Scottish,Belfast,Victualling Crew,Victualler,SAVED
538,"CUNNINGHAM, Mr Bernard",35,Male,English,Southampton,Engineering Crew,Engineer,LOST
539,"CURRAN, Mr Thomas",41,Male,,Belfast,Engineering Crew,Engineer,
540,"CURTIS, Mr Arthur",26,Male,English,Southampton,Engineering Crew,Engineer,LOST
541,"DAHL, Mr Charles Edward",45,Male,Norwegian,Southampton,3rd Class Passenger,3rd Class,SAVED
542,"DAHLBERG, Miss Gerda Ulrika",22,Female,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
543,"DAKIć, Mr Branko",19,Male,Austrian,Southampton,3rd Class Passenger,3rd Class,LOST
544,"DALY, Miss Margaret",33,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
545,"DALY, Mr Eugene Patrick",29,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
546,"DALY, Mr Peter Dennis",51,Male,English,Southampton,1st Class Passenger,1st Class,SAVED
547,"DANBOM, Master Gilbert Sigvard Emanuel",4m,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
548,"DANBOM, Mr Ernst Gilbert",34,Male,American,Southampton,3rd Class Passenger,3rd Class,LOST
549,"DANBOM, Mrs Anna Sigrid Maria",28,Female,"Swedish,American",Southampton,3rd Class Passenger,3rd Class,LOST
550,"DANIEL, Mr Robert Williams",27,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
551,"DANIELS, Miss Sarah Rebecca",36,Female,English,Southampton,1st Class Passenger Servant,Servant,SAVED
552,"DANIELS, Mr Sidney Edward",18,Male,English,Southampton,Victualling Crew,Victualler,SAVED
553,"DASHWOOD, Mr William George",18,Male,English,Southampton,Victualling Crew,Victualler,LOST
554,"DAVIDSON, Mr Thornton",31,Male,Canadian,Cherbourg,1st Class Passenger,1st Class,LOST
555,"DAVIDSON, Mrs Orian",27,Female,Canadian,Cherbourg,1st Class Passenger,1st Class,SAVED
556,"DAVIES, Master John Morgan jr",8,Male,English,Southampton,2nd Class Passenger,2nd Class,SAVED
557,"DAVIES, Miss K.",,Female,,Southampton,2nd Class Passenger Cross Channel Passenger,Cross Channel,
558,"DAVIES, Mr Alfred James",24,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
559,"DAVIES, Mr Charles Henry",19,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
560,"DAVIES, Mr Evan Lewis",22,Male,Welsh,Southampton,3rd Class Passenger,3rd Class,LOST
561,"DAVIES, Mr Gordon Raleigh",32,Male,English,Belfast,Victualling Crew,Victualler,LOST
562,"DAVIES, Mr H. V.",,Male,,Southampton,2nd Class Passenger Cross Channel Passenger,Cross Channel,
563,"DAVIES, Mr John",22,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
564,"DAVIES, Mr Joseph",17,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
565,"DAVIES, Mr Robert J.",26,Male,Welsh,Belfast,Victualling Crew,Victualler,LOST
566,"DAVIES, Mr Thomas",33,Male,English,Southampton,Engineering Crew,Engineer,LOST
567,"DAVIES, Mrs Agnes",48,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
568,"DAVIS, Miss Mary Ann Charlotte",28,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
569,"DAVIS, Mr John",27,Male,English,Belfast,Victualling Crew,Victualler,LOST
570,"DAVIS, Mr Stephen James",39,Male,English,Southampton,Deck Crew,Deck Crew,LOST
571,"DAVISON, Mr Thomas Henry",32,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
572,"DAVISON, Mrs Mary Elizabeth",34,Female,English,Southampton,3rd Class Passenger,3rd Class,SAVED
573,"DAWES, Mr W. W.",38,Male,English,Southampton,Victualling Crew Discharged Crew,Not Onboard,
574,"DAWKINS, Mr P.",24,Male,English,Southampton,Victualling Crew Failed to Join Ship,Not Onboard,
575,"DAWSON, Mr Joseph",23,Male,Irish,Southampton,Engineering Crew,Engineer,LOST
576,"DE GRASSE, Mr J.",,Male,,Southampton,2nd Class Passenger Cross Channel Passenger,Cross Channel,
577,"DE MARSICO, Sig. Govanni",20,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
578,"DE MESSEMAEKER, Mr Guillaume Joseph",36,Male,Belgian,Southampton,3rd Class Passenger,3rd Class,SAVED
579,"DE MESSEMAEKER, Mrs Anna",36,Female,Belgian,Southampton,3rd Class Passenger,3rd Class,SAVED
580,"DE MULDER, Mr Theodoor",30,Male,Belgian,Southampton,3rd Class Passenger,3rd Class,SAVED
581,"DE PELSMAEKER, Mr Alfons",16,Male,Belgian,Southampton,3rd Class Passenger,3rd Class,LOST
582,"DEACON, Mr Percy William",17,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
583,"DEAN, Master Bertram Vere",1,Male,English,Southampton,3rd Class Passenger,3rd Class,SAVED
584,"DEAN, Miss Elizabeth Gladys Millvina",2m,Female,English,Southampton,3rd Class Passenger,3rd Class,SAVED
585,"DEAN, Mr Bertram Frank",25,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
586,"DEAN, Mr George Fox Hopkins",19,Male,English,Southampton,Victualling Crew,Victualler,LOST
587,"DEAN, Mrs Eva Georgetta",32,Female,English,Southampton,3rd Class Passenger,3rd Class,SAVED
588,"DEBREUCQ, Mr Maurice Emile Victor",18,Male,French,Southampton,Restaurant Staff,Restaurant Staff,LOST
589,"DECKER, Mr Charles",47,Male,"German, Irish",Belfast,Engineering Crew,Engineer,
590,"DEEBLE, Mr Alfred Arnold",34,Male,English,Belfast,Victualling Crew,Victualler,LOST
591,"DEL CARLO, Mr Sebastiano",29,Male,Italian,Cherbourg,2nd Class Passenger,2nd Class,LOST
592,"DEL CARLO, Mrs Argene",24,Female,Italian,Cherbourg,2nd Class Passenger,2nd Class,SAVED
593,"DELALIć, Mr Redžo",25,Male,Bosnian,Southampton,3rd Class Passenger,3rd Class,LOST
594,"DENBUOY, Mr Albert Joseph",25,Male,Channel Islander,Southampton,2nd Class Passenger,2nd Class,LOST
595,"DENKOV, Mr Mityu",30,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
596,"DENMIGAN, Mr Charles",42,Male,Irish,Belfast,Deck Crew,Deck Crew,
597,"DENNIS, Mr Samuel",22,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
598,"DENNIS, Mr William",26,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
599,"DENOV, Mr Yoto",27,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
600,"DENVER, Mr John",34,Male,Irish,Belfast,Engineering Crew,Engineer,
601,"DERRETT, Mr Arthur Henry",28,Male,English,Belfast,Victualling Crew,Victualler,LOST
602,"DESLANDES, Mr Percival Stainer",38,Male,English,Southampton,Victualling Crew,Victualler,LOST
603,"DESVERNINE, Mr Louis Gabriel",20,Male,French,Southampton,Restaurant Staff,Restaurant Staff,LOST
604,"DEVANEY, Miss Margaret Bedelia",20,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
605,"DI NAPOLI, Mr E.",24,Male,Italian,Southampton,Restaurant Staff Failed to Join Ship,Not Onboard,
606,"DIAPER, Mr John Joseph",27,Male,English,Southampton,Engineering Crew,Engineer,SAVED
607,"DIBDEN, Mr William",18,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
608,"DICK, Mr Albert Adrian",31,Male,Canadian,Southampton,1st Class Passenger,1st Class,SAVED
609,"DICK, Mrs Vera",17,Female,Canadian,Southampton,1st Class Passenger,1st Class,SAVED
610,"DICKSON, Mr William",37,Male,English,Southampton,Engineering Crew Substitute Crew,Engineer,LOST
611,"DIKA, Mr Mirko",17,Male,Croatian,Southampton,3rd Class Passenger,3rd Class,LOST
612,"DILLON, Mr Thomas Patrick",33,Male,English,Southampton,Engineering Crew,Engineer,SAVED
613,"DIMIć, Mr Jovan",42,Male,Croatian,Southampton,3rd Class Passenger,3rd Class,LOST
614,"DINCHEV, Mr Vulcho",43,Male,Bulgarian,Southampton,3rd Class Passenger,3rd Class,LOST
615,"DINENAGE, Mr James Richard",49,Male,English,Southampton,Victualling Crew,Victualler,LOST
616,"DODD, Mr Edward Charles",39,Male,English,Belfast,Engineering Crew,Engineer,LOST
617,"DODD, Mr George Charles",44,Male,English,Belfast,Victualling Crew,Victualler,LOST
618,"DODDS, Mr Henry Watson",26,Male,Guyanese,Southampton,Engineering Crew Substitute Crew,Engineer,LOST
619,"DODGE, Dr Washington",52,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
620,"DODGE, Master Washington",4,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
621,"DODGE, Mrs Ruth",38,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
622,"DOEL, Mr Frederick",22,Male,English,Southampton,Engineering Crew,Engineer,SAVED
623,"DOHERTY, Mr William John",22,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
624,"DOLBY, Mr Joseph",38,Male,English,Belfast,Victualling Crew,Victualler,LOST
625,"DOLING, Miss Elsie",18,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
626,"DOLING, Mrs Ada Julia Elizabeth",34,Female,English,Southampton,2nd Class Passenger,2nd Class,SAVED
627,"DONATI, Sig. Italo Francesco",17,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
628,"DONOGHUE, Mr Florence Thomas",31,Male,Irish,Belfast,Victualling Crew,Victualler,LOST
629,"DONOHOE, Miss Bridget",21,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
630,"DONOHOE, Mr Hugh Moses",37,Male,,Belfast,Deck Crew,Deck Crew,
631,"DOOLEY, Mr Patrick",37,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
632,"DORE, Mr Albert James",22,Male,English,Southampton,Engineering Crew,Engineer,SAVED
633,"DORKINGS, Mr Edward Arthur",18,Male,English,Southampton,3rd Class Passenger,3rd Class,SAVED
634,"DORNIER, Mr Louis Auguste",20,Male,French,Southampton,Restaurant Staff,Restaurant Staff,LOST
635,"DOUGHTY, Mr Walter Thomas",22,Male,English,Southampton,Victualling Crew,Victualler,LOST
636,"DOUGLAS, Mr Walter Donald",50,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
637,"DOUGLAS, Mr William",32,Male,Irish,Belfast,Deck Crew,Deck Crew,
638,"DOUGLAS, Mrs Mahala",48,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
639,"DOUGLAS, Mrs Mary Hélène",27,Female,Canadian,Cherbourg,1st Class Passenger,1st Class,SAVED
640,"DOUTON, Mr William Joseph",55,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
641,"DOWDELL, Miss Elizabeth",31,Female,American,Southampton,3rd Class Passenger,3rd Class,SAVED
642,"DOYLE, Miss Elizabeth",28,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
643,"DOYLE, Mr Laurence",27,Male,Irish,Southampton,Engineering Crew,Engineer,LOST
644,"DRAžENOVIć, Mr Jozef",33,Male,Croatian,Cherbourg,3rd Class Passenger,3rd Class,LOST
645,"DREW, Master Marshall Brines",8,Male,American,Southampton,2nd Class Passenger,2nd Class,SAVED
646,"DREW, Mr James Vivian",42,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
647,"DREW, Mrs Maria Louisa Thorne",34,Female,American,Southampton,2nd Class Passenger,2nd Class,SAVED
648,"DRISCOLL, Miss Bridget",27,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,SAVED
649,"DROPKIN, Miss Jennie",24,Female,Russian,Southampton,3rd Class Passenger,3rd Class,SAVED
650,"DUFF GORDON,  Lucy Christiana, Lady",48,Female,English,Cherbourg,1st Class Passenger,1st Class,SAVED
651,"DUFF GORDON, Sir Cosmo Edmund",49,Male,English,Cherbourg,1st Class Passenger,1st Class,SAVED
652,"DUFFY, Mr William Luke",36,Male,Irish,Belfast,Engineering Crew,Engineer,LOST
653,"DULLES, Mr William Crothers",39,Male,American,Cherbourg,1st Class Passenger,1st Class,LOST
654,"DUNFORD, Mr William",48,Male,English,Southampton,Victualling Crew,Victualler,LOST
655,"DUNLOP, Mr Joseph",47,Male,Irish,Belfast,Engineering Crew,Engineer,
656,"DUQUEMIN, Mr Joseph Pierre",24,Male,Channel Islander,Southampton,3rd Class Passenger,3rd Class,SAVED
657,"DURáN I MONé, Miss Asuncion",27,Female,Spanish,Cherbourg,2nd Class Passenger,2nd Class,SAVED
658,"DURáN I MONé, Miss Florentina",30,Female,Spanish,Cherbourg,2nd Class Passenger,2nd Class,SAVED
659,"DWAN, Mr Frank",65,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
660,"DYER EDWARDES, Mr Thomas",65,Male,English,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
661,"DYER EDWARDES, Mrs Clementina Georgina Lucy Drummond",53,Female,English,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
662,"DYER, Mr Henry Ryland",24,Male,English,Belfast,Engineering Crew,Engineer,LOST
663,"DYER, Mr William Henry",33,Male,English,Southampton,Victualling Crew,Victualler,LOST
664,"DYKER, Mr Adolf Fredrik",23,Male,"Swedish, American",Southampton,3rd Class Passenger,3rd Class,LOST
665,"DYKER, Mrs Anna Elisabeth Judith",22,Female,American,Southampton,3rd Class Passenger,3rd Class,SAVED
666,"DYMOND, Mr Frank",36,Male,English,Southampton,Engineering Crew,Engineer,SAVED
667,"DāHIR, Mr Ṭannūs",28,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
668,"DīBū, Mr Ilyās",29,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
669,"EAGLE, Mr Alfred James Jacob",27,Male,English,Southampton,Engineering Crew,Engineer,LOST
670,"EARNSHAW, Mrs Olive",23,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
671,"EASTMAN, Mr Charles",44,Male,English,Southampton,Engineering Crew,Engineer,LOST
672,"EDBROOKE, Mr Francis Samuel Jacob",23,Male,English,Southampton,Victualling Crew,Victualler,LOST
673,"EDE, Mr George Bulkeley",23,Male,English,Southampton,Victualling Crew,Victualler,LOST
674,"EDGE, Mr Frederick William",39,Male,English,Southampton,Victualling Crew,Victualler,LOST
675,"EDVARDSSON, Mr Gustaf Hjalmar",18,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
676,"EDWARDS, Mr Charles Essex",49,Male,Welsh,Southampton,Victualling Crew,Victualler,LOST
677,"EGG, Mr William Henry",48,Male,English,Southampton,Victualling Crew,Victualler,LOST
678,"EITEMILLER, Mr George Floyd",25,Male,American,Southampton,2nd Class Passenger,2nd Class,LOST
679,"EKLUND, Mr Hans Linus",16,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
680,"EKSTRöM, Mr Johan",45,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
681,"ELIAS NASRALLAH, Mr Tannous",22,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
682,"ELIAS, Mr Joseph",39,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
683,"ELIAS, Mr Joseph jr.",15,Male,Syrian,Cherbourg,3rd Class Passenger,3rd Class,LOST
684,"ELLIOTT, Mr Everett Edward",23,Male,English,Southampton,Engineering Crew,Engineer,LOST
685,"ELLIS, Mr John Bertie",28,Male,English,Southampton,Victualling Crew,Victualler,SAVED
686,"ELLISON, Mr Joseph",29,Male,Irish,Belfast,Engineering Crew,Engineer,
687,"ELSBURY, Mr William James",48,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
688,"EMANUEL, Miss Virginia Ethel",6,Female,American,Southampton,3rd Class Passenger,3rd Class,SAVED
689,"ENANDER, Mr Ingvar",21,Male,Swedish,Southampton,2nd Class Passenger,2nd Class,LOST
690,"ENDRES, Miss Caroline Louise",39,Female,American,Cherbourg,1st Class Passenger Servant,Servant,SAVED
691,"ENNES, Mr William",28,Male,Irish,Belfast,Engineering Crew,Engineer,
692,"ENNIS, Mr Walter",34,Male,English,Southampton,Victualling Crew,Victualler,LOST
693,"ERVINE, Mr Albert George",18,Male,Irish,Belfast,Engineering Crew,Engineer,LOST
694,"ESTANISLAU, Mr Manuel Gonçalves",37,Male,"Madeiran, Portuguese",Southampton,3rd Class Passenger,3rd Class,LOST
695,"ETCHES, Mr Henry Samuel",43,Male,English,Belfast,Victualling Crew,Victualler,SAVED
696,"ETTLINGER, Mr Peter",31,Male,German,Southampton,Victualling Crew Discharged Crew,Not Onboard,
697,"EUSTIS, Miss Elizabeth Mussey",54,Female,American,Cherbourg,1st Class Passenger,1st Class,SAVED
698,"EVANS, Miss",,Female,,Southampton,2nd Class Passenger Cross Channel Passenger,Cross Channel,
699,"EVANS, Miss Edith Corse",36,Female,American,Cherbourg,1st Class Passenger,1st Class,LOST
700,"EVANS, Mr Alfred Frank",25,Male,English,Southampton,Deck Crew,Deck Crew,SAVED
701,"EVANS, Mr Frank Oliver",27,Male,English,Southampton,Deck Crew,Deck Crew,SAVED
702,"EVANS, Mr George Richard",27,Male,English,Belfast,Victualling Crew,Victualler,LOST
703,"EVANS, Mr William Thomas",33,Male,English,Southampton,Engineering Crew,Engineer,LOST
704,"EVERETT, Mr Thomas James",37,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
705,"FAHLSTRøM, Mr Arne Joma",18,Male,Norwegian,Southampton,2nd Class Passenger,2nd Class,LOST
706,"FAIRALL, Mr Henry Charles",40,Male,English,Belfast,Victualling Crew,Victualler,LOST
707,"FARDON, Mr Charles Richard",46,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
708,"FARENDEN, Mr Ernest John",22,Male,English,Belfast,Victualling Crew,Victualler,LOST
709,"FARLEY, Mr John",31,Male,Irish,Belfast,Engineering Crew,Engineer,
710,"FARQUHARSON, Mr William Edward",39,Male,English,Belfast,Engineering Crew,Engineer,LOST
711,"FARRELL, Mr James",26,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
712,"FARTHING, Mr John",48,Male,English,Southampton,1st Class Passenger Servant,Servant,LOST
713,"FAULKNER, Mr William Stephen",37,Male,English,Belfast,Victualling Crew,Victualler,SAVED
714,"FAUNTHORPE, Mr Harry Bartram",31,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
715,"FAY, Mr Thomas Joseph",30,Male,English,Southampton,Engineering Crew,Engineer,LOST
716,"FEI, Sig. Carlo",19,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
717,"FELLOWES, Mr Alfred James",28,Male,English,Belfast,Victualling Crew,Victualler,LOST
718,"FELTHAM, Mr George William",41,Male,English,Southampton,Victualling Crew,Victualler,LOST
719,"FERRARY, Mr Antonio",33,Male,"Mexican, American, English",Southampton,Engineering Crew,Engineer,LOST
720,"FERRIS, Mr George",34,Male,Irish,Belfast,Engineering Crew,Engineer,
721,"FERRIS, Mr William",39,Male,English,Southampton,Engineering Crew,Engineer,LOST
722,"FERRON, Mr Nicholas",34,Male,Irish,Belfast,Engineering Crew,Engineer,
723,"FILLBROOK, Mr Joseph Charles",18,Male,English,Southampton,2nd Class Passenger,2nd Class,LOST
724,"FINCH, Mr Henry Herman",18,Male,English,Southampton,Victualling Crew,Victualler,LOST
725,"FINOLI, Mr Luigi",41,Male,Italian,Southampton,3rd Class Passenger,3rd Class,SAVED
726,"FIORAVANTE, Sig. Giuseppe Bertoldo",23,Male,Italian,Southampton,Restaurant Staff,Restaurant Staff,LOST
727,"FISCHER, Mr Eberhard Thelander",18,Male,Swedish,Southampton,3rd Class Passenger,3rd Class,LOST
728,"FISH, Mr B.",38,Male,English,Southampton,Victualling Crew Failed to Join Ship,Not Onboard,
729,"FISHER, Mr R.",24,Male,English,Southampton,Victualling Crew Failed to Join Ship,Not Onboard,
730,"FITZPATRICK, Mr Cecil William",21,Male,Irish,Southampton,Engineering Crew,Engineer,SAVED
731,"FITZPATRICK, Mr Hugh Joseph",29,Male,English,Belfast,Engineering Crew,Engineer,LOST
732,"FLACK, Mr John",28,Male,Irish,Belfast,Engineering Crew,Engineer,
733,"FLAHERTY, Mr Edward",52,Male,English,Southampton,Engineering Crew,Engineer,SAVED
734,"FLANNIGAN, Mr Thomas",45,Male,Irish,Belfast,Engineering Crew,Engineer,
735,"FLEET, Mr Frederick",24,Male,English,Belfast,Deck Crew,Deck Crew,SAVED
736,"FLEGENHEIM, Mrs Antoinette",48,Female,"German, American",Cherbourg,1st Class Passenger,1st Class,SAVED
737,"FLEMING, Miss Honor",22,Female,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
738,"FLEMING, Miss Margaret",42,Female,American,Cherbourg,1st Class Passenger Servant,Servant,SAVED
739,"FLEMING, Mr William",35,Male,Irish,Belfast,Engineering Crew,Engineer,
740,"FLETCHER, Miss N.",,Female,,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
741,"FLETCHER, Mr Percy William",25,Male,English,Belfast,Victualling Crew,Victualler,LOST
742,"FLETCHER, Mr Robert",39,Male,Irish,Belfast,Engineering Crew,Engineer,
743,"FLYNN, Mr James",28,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
744,"FLYNN, Mr John",48,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
745,"FLYNN, Mr John Irwin",36,Male,"Canadian,American",Southampton,1st Class Passenger,1st Class,SAVED
746,"FLYNN, Mr Michael",32,Male,Irish,Belfast,Engineering Crew,Engineer,
747,"FOLEY, Mr John",46,Male,Irish,Belfast,Deck Crew,Deck Crew,SAVED
748,"FOLEY, Mr Joseph",19,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
749,"FOLEY, Mr Wilfred Cyril",21,Male,Welsh,Southampton,Victualling Crew,Victualler,SAVED
750,"FOLEY, Mr William",20,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
751,"FOO, Mr Choong",32,Male,Hong Kongese,Southampton,3rd Class Passenger,3rd Class,SAVED
752,"FORD, Miss Dollina Margaret",20,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
753,"FORD, Miss Robina Maggie",7,Female,English,Southampton,3rd Class Passenger,3rd Class,LOST
754,"FORD, Mr Arthur",23,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
755,"FORD, Mr Edward Watson",18,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
756,"FORD, Mr Ernest",33,Male,English,Southampton,Victualling Crew,Victualler,LOST
757,"FORD, Mr Francis",44,Male,English,Southampton,Victualling Crew,Victualler,LOST
758,"FORD, Mr H.",22,Male,English,Southampton,Engineering Crew,Engineer,LOST
759,"FORD, Mr Thomas",33,Male,English,Southampton,Engineering Crew,Engineer,LOST
760,"FORD, Mr William Neal Thomas",14,Male,English,Southampton,3rd Class Passenger,3rd Class,LOST
761,"FORD, Mrs Margaret Ann Watson",54,Female,Scottish,Southampton,3rd Class Passenger,3rd Class,LOST
762,"FOREMAN, Mr Benjamin Laventall",30,Male,American,Southampton,1st Class Passenger,1st Class,LOST
763,"FORMAN, Mr J.",,Male,,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
764,"FORMAN, Mrs",,Female,,Southampton,1st Class Passenger Cross Channel Passenger,Cross Channel,
765,"FORTUNE, Miss Alice Elizabeth",24,Female,Canadian,Southampton,1st Class Passenger,1st Class,SAVED
766,"FORTUNE, Miss Ethel Flora",28,Female,Canadian,Southampton,1st Class Passenger,1st Class,SAVED
767,"FORTUNE, Miss Mabel Helen",23,Female,Canadian,Southampton,1st Class Passenger,1st Class,SAVED
768,"FORTUNE, Mr Charles Alexander",19,Male,Canadian,Southampton,1st Class Passenger,1st Class,LOST
769,"FORTUNE, Mr Mark",64,Male,Canadian,Southampton,1st Class Passenger,1st Class,LOST
770,"FORTUNE, Mrs Mary",60,Female,Canadian,Southampton,1st Class Passenger,1st Class,SAVED
771,"FORWARD, Mr James",27,Male,English,Southampton,Deck Crew,Deck Crew,SAVED
772,"FOSTER, Mr Alfred Charles",37,Male,English,Belfast,Engineering Crew,Engineer,LOST
773,"FOX, Mr Patrick",28,Male,Irish,Queenstown,3rd Class Passenger,3rd Class,LOST
774,"FOX, Mr Stanley Harrington",38,Male,American,Southampton,2nd Class Passenger,2nd Class,LOST
775,"FOX, Mr William Thomas",27,Male,English,Southampton,Victualling Crew,Victualler,LOST
776,"FRANCATELLI, Miss Laura Mabel",31,Female,English,Cherbourg,1st Class Passenger Servant,Servant,SAVED
777,"FRANKLIN, Mr Alan Vincent",28,Male,English,Southampton,Victualling Crew,Victualler,LOST
778,"FRANKLIN, Mr Thomas Parnham",37,Male,English,Southampton,1st Class Passenger,1st Class,LOST
779,"FRASER, Mr J.",30,Male,,Southampton,Engineering Crew,Engineer,LOST
780,"FRASER, Mr James",30,Male,Scottish,Belfast,Engineering Crew,Engineer,LOST
781,"FRAUENTHAL, Dr Henry William",49,Male,American,Southampton,1st Class Passenger,1st Class,SAVED
782,"FRAUENTHAL, Mr Isaac Gerald",43,Male,American,Cherbourg,1st Class Passenger,1st Class,SAVED
783,"FRAUENTHAL, Mrs Clara",42,Female,American,Southampton,1st Class Passenger,1st Class,SAVED
784,"FREDERICKS, Mr Walter Francis",21,Male,English,Southampton,Engineering Crew,Engineer,SAVED
785,"FREEMAN, Mr Ernest Edward Samuel",45,Male,English,Belfast,Victualling Crew,Victualler,LOST
786,"FROST, Mr Anthony Wood",38,Male,English,Belfast,2nd Class Passenger H&W Guarantee Group,H&W Guarantee Group,LOST
787,"FRY, Mr Richard Thomas",39,Male,English,Southampton,1st Class Passenger Servant,Servant,LOST
788,"FRYER, Mr Albert Ernest",29,Male,English,Southampton,Engineering Crew,Engineer,SAVED
789,"FRöLICHER, Miss Hedwig Margaritha",22,Female,Swiss,Cherbourg,1st Class Passenger,1st Class,SAVED
790,"FRöLICHER-STEHLI, Mr Maximilian Josef",60,Male,Swiss,Cherbourg,1st Class Passenger,1st Class,SAVED
791,"FRöLICHER-STEHLI, Mrs Margaretha Emerentia",48,Female,Swiss,Cherbourg,1st Class Passenger,1st Class,SAVED
