Titanic Passengers and Crew Complete List,,,,,,,,,,,,,,,
Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"SAUNDERS, Mr William Henry",1881,1912,31,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-saunders.html
"SAVAGE, Mr Charles James",1888,1957,23,Male,Victualling Crew,,,,Southampton,Steward,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-savage.html
"SAWYER, Mr Frederick Charles",1888,1912,24,Male,3rd Class Passenger,342826,£8             1s,,Southampton,Gardener,LOST,,284,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-charles-sawyer.html
"SAWYER, Mr Robert James",1880,1912,31,Male,Deck Crew,,,,Southampton,Window Cleaner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-james-sawyer.html
"SCANLAN, Mr James",1891,1912,20,Male,3rd Class Passenger,36209,£7             14s             6d,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-scanlan.html
"SCARROTT, Mr Joseph George",1878,1938,33,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/joseph-george-scarrott.html
"SCAVINO, Sig. Candido",1869,1912,42,Male,Restaurant Staff,,,,Southampton,Carver,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/candido-scavino.html
"SCHABERT, Mrs Emma",1876,1961,35,Female,1st Class Passenger,13236,£57             15s,C28,Cherbourg,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/emma-schabert.html
"SCHEERLINCK, Mr Jean",1883,1956,29,Male,3rd Class Passenger,345779,£9             10s,,Southampton,,SAVED,,,Belgian,https://www.encyclopedia-titanica.org/titanic-survivor/jean-scheerlinck.html
"SCHMIDT, Mr Augustus",1890,1912,22,Male,2nd Class Passenger,248659,£13.00,,Southampton,,LOST,,,"Austrian, English",https://www.encyclopedia-titanica.org/titanic-victim/august-schmidt.html
"SCOTT, Mr Archibald",1870,1912,42,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/archibald-scott.html
"SCOTT, Mr Frederick William",1884,1915,28,Male,Engineering Crew,,,,Southampton,Greaser,SAVED,4,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-william-scott.html
"SCOTT, Mr John",1892,1912,20,Male,Victualling Crew,,,,Southampton,Assistant boots steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-scott.html
"SCOVELL, Mr Robert",1857,1912,55,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-scovell.html
"SDYCOFF, Mr Todor",1870,1912,42,Male,3rd Class Passenger,349222,£7             17s             11d,,Southampton,,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/todor-sdycoff.html
"SEDGWICK, Mr Charles Frederick Waddington",1884,1912,28,Male,2nd Class Passenger,244361,£13.00,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-sedgwick.html
"SEDUNARY, Mr Samuel Francis",1887,1912,25,Male,Victualling Crew,,,,Southampton,Second third class steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-francis-sedunary.html
"SELF, Mr Albert Charles Edward",1888,1954,24,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/edward-self.html
"SELF, Mr Alfred Henry",1872,1912,39,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-henry-self.html
"SEMAN, Master Betros",1902,1912,10,Male,3rd Class Passenger,2622,£4                         3d,,Cherbourg,,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/betros-seman.html
"SENIOR, Mr Harry",1881,1937,31,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/harry-senior.html
"SERREPLAà, Miss Augusta Jeanne",1881,1928,30,Female,1st Class Passenger Servant,113798,£31.00,,Southampton,Personal Maid,SAVED,4,,French,https://www.encyclopedia-titanica.org/titanic-survivor/auguste-serreplan.html
"SESIA, Sig. Giacomo",1888,1912,24,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/giacomo-sesia.html
"SEWARD, Mr Frederic Kimber",1878,1943,34,Male,1st Class Passenger,113794,£26             11s,,Southampton,Lawyer,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/frederic-kimber-seward.html
"SEWARD, Mr Wilfred Deable",1887,1963,25,Male,Victualling Crew,,,,Southampton,Chief Pantry Steward (2nd Class),SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/wilfred-deable-seward.html
"SHANNON, Mr Andrew John",1876,1912,35,Male,3rd Class Passenger,370160,,,Southampton,Seaman,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/lionel-leonard.html
"SHANNON, Mr David McKay",1879,1961,33,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-shannon.html
"SHARP, Mr Percival",1882,1912,29,Male,2nd Class Passenger,244358,£26.00,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/percival-sharp.html
"SHAUGHNESSY, Mr Patrick",1886,1912,25,Male,3rd Class Passenger,370374,£7             15s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/patrick-shaughnessy.html
"SHAW, Mr Andrew",1875,,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/andrew-shaw.html
"SHAW, Mr Henry",1870,1912,41,Male,Victualling Crew,,,,Southampton,Kitchen Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-shaw.html
"SHAW, Mr James",1872,,40,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/shaw-j.html
"SHEA, Mr John Joseph",1872,1912,39,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,11,English,https://www.encyclopedia-titanica.org/titanic-victim/john-shea.html
"SHEA, Mr Thomas",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-shea.html
"SHEATH, Mr Frederick",1892,1934,20,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,1,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frederick-sheath.html
"SHELLARD, Mr Frederick Blainey",1857,1912,55,Male,3rd Class Passenger,6212,£15             2s,,Southampton,Painter & Decorator,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-blainey-shellard.html
"SHELLEY, Mrs Imanita Parrish",1887,1954,24,Female,2nd Class Passenger,230433,£26.00,,Southampton,,SAVED,12,,American,https://www.encyclopedia-titanica.org/titanic-survivor/imanita-parrish-shelley.html
"SHEPHERD, Mr Jonathan",1880,1912,32,Male,Engineering Crew,,,,Southampton,Junior Assistant 2nd. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/jonathan-shepherd.html
"SHIERS, Mr Alfred Charles",1886,1946,25,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-charles-shiers.html
"SHIHāB, Mr Al-Amīr Fāris",1886,1912,26,Male,3rd Class Passenger,2631,£7             4s             6d,,Cherbourg,General Labourer,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/emir-farres-chehab-shihab.html
"SHILLABEER, Mr Charles Frederick",1892,1912,19,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,195,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-frederick-shillabeer.html
"SHINE, Miss Ellen",1891,1993,20,Female,3rd Class Passenger,330968,£7             16s             7d,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/ellen-natalia-shine.html
"SHORNEY, Mr Charles Joseph",1889,1912,22,Male,3rd Class Passenger,374910,£8             1s,,Southampton,Valet,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-joseph-shorney.html
"SHULVER, Mr Christopher Arthur",1883,1922,28,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-dilley.html
"SHUTES, Miss Elizabeth Weed",1871,1949,40,Female,1st Class Passenger Servant,17582,£153             9s             3d,C125,Southampton,Governess,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-weed-shutes.html
"SIEBERT, Mr Sidney Conrad",1882,1912,29,Male,Victualling Crew,,,,Belfast,Bed Room Steward,LOST,4,,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-conrad-siebert.html
"SILVERTHORNE, Mr Spencer Victor",1876,1964,35,Male,1st Class Passenger,17475,£26             5s             9d,E24,Southampton,,SAVED,5,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/spencer-victor-silverthorne.html
"SILVEY, Mr William Baird",1861,1912,51,Male,1st Class Passenger,13507,£55             18s,E44,Cherbourg,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/william-baird-silvey.html
"SILVEY, Mrs Alice Gray",1872,1958,39,Female,1st Class Passenger,13507,£55             18s,E44,Cherbourg,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/alice-silvey.html
"SILVéN, Miss Lyyli Karoliina",1894,1974,17,Female,2nd Class Passenger,250652,£13.00,,Southampton,,SAVED,12,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/lyyli-karoliina-silven.html
"SIMMONS, Mr Andrew George James",1880,1948,31,Male,Victualling Crew,,,,Southampton,Scullion,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/alfred-andrew-simmons.html
"SIMMONS, Mr Frederick Charles",1887,1912,24,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-simmons.html
"SIMMONS, Mr John",1872,1912,40,Male,3rd Class Passenger,392082,£8             1s,,Southampton,General Labourer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-simmons.html
"SIMMONS, Mr William Simon Catcott",1875,1912,37,Male,Victualling Crew,,,,Southampton,Passage Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-simmons.html
"SIMMS, Mr William",1874,,38,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-simms.html
"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",1855,1920,56,Male,1st Class Passenger,13213,£35             10s,A26,Southampton,Banker,SAVED,3,,Swiss,https://www.encyclopedia-titanica.org/titanic-survivor/alfons-simonius-blumer.html
"SIMPSON, Dr John Edward",1875,1912,37,Male,Deck Crew,,,,Southampton,Assistant Surgeon,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-edward-simpson.html
"SIMS, Mr W.",1882,,30,Male,Engineering Crew Left with Consent,,,,Southampton,Fireman,,,,,https://www.encyclopedia-titanica.org/titanic-biography/sims-w.html
"SINCOCK, Miss Maude",1891,1984,20,Female,2nd Class Passenger,33112,£36             15s,,Southampton,,SAVED,,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/maude-sincock.html
"SINKKONEN, Miss Anna",1882,1963,30,Female,2nd Class Passenger,250648,£13.00,,Southampton,,SAVED,,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/anna-sinkkonen.html
"SIRAGANIAN, Mr Arsen",1890,1912,22,Male,3rd Class Passenger,2669,£7             4s             7d,,Cherbourg,Farmer,LOST,,,"Armenian, Turkish",https://www.encyclopedia-titanica.org/titanic-victim/orsen-sirayanian.html
"SIROTA, Mr Morris",1892,1912,19,Male,3rd Class Passenger,392092,£8             1s,,Southampton,Tailor,LOST,,,Russian,https://www.encyclopedia-titanica.org/titanic-victim/maurice-sirota.html
"SIVIER, Mr William",1888,1912,23,Male,Victualling Crew,,,,Southampton,Steward (3rd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-sivier.html
"SIVIć, Mr Husein",1872,1912,40,Male,3rd Class Passenger,349251,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bosnian,https://www.encyclopedia-titanica.org/titanic-victim/husein-sivic.html
"SIVOLA, Mr Antti Wilhelm",1891,1912,21,Male,3rd Class Passenger,3101280,£7             18s             6d,,Southampton,General Labourer,LOST,,,Finnish,https://www.encyclopedia-titanica.org/titanic-victim/antti-wilhelm-sivola.html
"SJöBLOM, Miss Anna Sofia",1894,1975,18,Female,3rd Class Passenger,3101265,£6             9s             11d,D-O134,Southampton,,SAVED,,,Finnish,https://www.encyclopedia-titanica.org/titanic-survivor/anna-sofia-sjoblom.html
"SJöSTEDT, Mr Ernst Adolf",1852,1912,59,Male,2nd Class Passenger,237442,£13             10s,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/ernst-adolf-sjostedt.html
"SKEATES, Mr William",1889,1912,23,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-skeates.html
"SKINNER, Mr Edward",1871,1912,41,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-skinner.html
"SKOOG, Master Harald",1906,1912,5,Male,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/harald-skoog.html
"SKOOG, Master Karl Thorsten",1900,1912,11,Male,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/karl-thorsten-skoog.html
"SKOOG, Miss Mabel",1902,1912,9,Female,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/mabel-skoog.html
"SKOOG, Miss Margit Elizabeth",1910,1912,2,Female,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/margit-elizabeth-skoog.html
"SKOOG, Mr Wilhelm Johansson",1872,1912,40,Male,3rd Class Passenger,347088,£27             18s,,Southampton,General Labourer,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/wilhelm-william-johansson-skoog.html
"SKOOG, Mrs Anna Bernhardina",1868,1912,43,Female,3rd Class Passenger,347088,£27             18s,,Southampton,,LOST,,,Swedish,https://www.encyclopedia-titanica.org/titanic-victim/anna-bernhardina-skoog.html
"SLABENOFF, Mr Petco",1870,1912,42,Male,3rd Class Passenger,349214,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/petco-slabenoff.html
"SLADE, Mr Alfred Edward",1887,1965,25,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/slade-a.html
"SLADE, Mr Bertram",1884,1943,28,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/slade-b.html
"SLADE, Mr Thomas",1883,1933,28,Male,Engineering Crew Deserted,,,,Southampton,Fireman,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/slade-t.html
"SLAYTER, Miss Hilda Mary",1882,1965,30,Female,2nd Class Passenger,234818,£12             7s,,Queenstown,,SAVED,13,,Canadian,https://www.encyclopedia-titanica.org/titanic-survivor/hilda-mary-slayter.html
"SLEMEN, Mr Richard James",1876,1912,35,Male,2nd Class Passenger,28206,£10             10s,,Southampton,Journeyman carpenter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-james-slemen.html
"SLIGHT, Mr Harry John",1878,1912,33,Male,Victualling Crew,,,,Southampton,3rd Class Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-john-slight.html
"SLIGHT, Mr William Henry James",1875,1912,36,Male,Victualling Crew,,,,Belfast,Larder Cook,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-slight.html
"SLOAN, Miss Mary Jane",1866,1953,45,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,12,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/mary-sloan.html
"SLOAN, Mr Peter",1881,1912,31,Male,Engineering Crew,,,,Belfast,Chief Electrician,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/peter-sloan.html
"SLOAN, Mr Thomas",,,,Male,Deck Crew,,,,Belfast,Boatswain,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-sloan.html
"SLOCOMBE, Mrs Maude Louise",1881,1967,30,Female,Victualling Crew,,,,Southampton,Turkish Bath Stewardess,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/maude-slocombe.html
"SLOCOVSKI, Mr Selman Francis",1892,1912,20,Male,3rd Class Passenger,392086,£8             1s,,Southampton,Merchant,LOST,,,Russian,https://www.encyclopedia-titanica.org/titanic-victim/selman-francis-slocovski.html
"SLOPER, Mr William Thompson",1883,1955,28,Male,1st Class Passenger,113788,£35             10s,,Southampton,Stockbroker,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/william-thompson-sloper.html
"SMALL, Mr William McMillan",1870,1912,42,Male,Engineering Crew,,,,Southampton,Leading Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-small.html
"SMART, Mr John Montgomery",1856,1912,56,Male,1st Class Passenger,113792,£26             11s,,Southampton,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/john-montgomery-smart.html
"SMILJANIć, Mr Mile",1875,1912,37,Male,3rd Class Passenger,315037,£8             13s             3d,,Southampton,Farm Labourer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/mile-smiljanic.html
"SMILLIE, Mr John Downing",1883,1912,28,Male,Victualling Crew,,,,Belfast,Saloon Steward,LOST,,91,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/john-smillie.html
"SMITH, Captain Edward John",1850,1912,62,Male,Deck Crew Titanic Officers,,,,Southampton,Master,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-john-smith.html
"SMITH, Miss Kate Elizabeth",1867,,44,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/kate-elizabeth-smith.html
"SMITH, Miss Marion",1863,1940,49,Female,2nd Class Passenger,31418,£13.00,,Southampton,,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/marion-smith.html
"SMITH, Mr Charles Edwin",1872,1912,38,Male,Victualling Crew,,,,Southampton,2nd Class Bedroom Steward,LOST,,329,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-edwin-smith.html
"SMITH, Mr Charles Henry James",1867,1912,45,Male,Victualling Crew,,,,Southampton,Kitchen Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-smith.html
"SMITH, Mr Ernest George",1885,1912,27,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-george-smith.html
"SMITH, Mr James Clinch",1856,1912,56,Male,1st Class Passenger,17764,£30             13s             11d,A7,Cherbourg,Military,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/james-clinch-smith.html
"SMITH, Mr James Muil",1873,1912,39,Male,Engineering Crew,,,,Belfast,Junior 4th. Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/james-smith.html
"SMITH, Mr James William",1887,1912,24,Male,Victualling Crew,,,,Southampton,Assistant baker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-william-smith.html
"SMITH, Mr John Richard Jago",1877,1912,35,Male,Victualling Crew Postal Clerk,,,,Southampton,Postal Clerk / Postman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-richard-jago-smith.html
"SMITH, Mr Joseph",1887,,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-smith.html
"SMITH, Mr Lucian Philip",1887,1912,24,Male,1st Class Passenger,13695,£60.00,C31,Cherbourg,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/lucian-philip-smith.html
"SMITH, Mr Reginald George",1879,1912,33,Male,Victualling Crew,,,,Southampton,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/reginald-george-smith.html
"SMITH, Mr Richard William",1854,1912,57,Male,1st Class Passenger,113056,£26.00,A19,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-william-smith.html
"SMITH, Mr Walter",1868,1932,44,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/walter-smith.html
"SMITH, Mr William",1886,1912,26,Male,Deck Crew,,,,Southampton,Seaman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-smith.html
"SMITH, Mrs Mary Eloise",1893,1940,18,Female,1st Class Passenger,13695,£60.00,C31,Cherbourg,,SAVED,6,,American,https://www.encyclopedia-titanica.org/titanic-survivor/mary-eloise-smith.html
"SMITHER, Mr Harry James",1889,1912,22,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/harry-james-smither.html
"SMYTH, Miss Julia",1893,1977,18,Female,3rd Class Passenger,335432,£7             14s             8d,,Queenstown,,SAVED,13,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/julia-smyth.html
"SMYTH, Mr John Patrick",1877,,35,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-smyth.html
"SMYTH, Mr Thomas",1886,1912,26,Male,3rd Class Passenger,384461,£7             15s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-smyth.html
"SNAPE, Mrs Lucy Violet",1890,1912,22,Female,Victualling Crew,,,,Southampton,Stewardess,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/lucy-violet-snape.html
"SNELLGROVE, Mr George",1871,1912,41,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/g-snellgrove.html
"SNOOK, Mr William Henry",1886,1912,25,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/w-snooks.html
"SNOW, Mr Eustace Philip",1890,1966,21,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/eustace-philip-snow.html
"SNYDER, Mr John Pillsbury",1888,1959,24,Male,1st Class Passenger,21228,£82             5s             4d,B45,Southampton,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/john-pillsbury-snyder.html
"SNYDER, Mrs Nelle",1889,1983,23,Female,1st Class Passenger,21228,£82             5s             4d,B45,Southampton,,SAVED,7,,American,https://www.encyclopedia-titanica.org/titanic-survivor/nelle-snyder.html
"SOBEY, Mr Samuel James Hayden",1886,1912,25,Male,2nd Class Passenger,29178,£13.00,,Southampton,Quarryman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/samuel-james-hayden-sobey.html
"SOMERTON, Mr Francis William",1881,1912,30,Male,3rd Class Passenger,18509,£8             1s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/francis-william-somerton.html
"SPARKMAN, Mr Henry William",1876,1947,36,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/henry-william-sparkman.html
"SPECTOR, Mr Woolf",1889,1912,23,Male,3rd Class Passenger,3236,£8             1s,,Southampton,Cabinet Maker,LOST,,,Polish,https://www.encyclopedia-titanica.org/titanic-victim/woolf-spector.html
"SPEDDEN, Master Robert Douglas",1905,1915,6,Male,1st Class Passenger,16966,£134             10s,E40,Cherbourg,,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/robert-douglas-spedden.html
"SPEDDEN, Mr Frederic Oakley",1867,1947,45,Male,1st Class Passenger,16966,£134             10s,E34,Cherbourg,,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/frederic-oakley-spedden.html
"SPEDDEN, Mrs Margaretta Corning",1872,1950,39,Female,1st Class Passenger,16966,£134             10s,E34,Cherbourg,,SAVED,3,,American,https://www.encyclopedia-titanica.org/titanic-survivor/margaretta-corning-spedden.html
"SPENCER, Mr William Augustus",1855,1912,57,Male,1st Class Passenger,17569,£146             10s             5d,B78,Cherbourg,,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/william-augustus-spencer.html
"SPENCER, Mrs Marie Eugenie",1864,1913,48,Female,1st Class Passenger,17569,£146             10s             5d,B78,Cherbourg,,SAVED,,,French,https://www.encyclopedia-titanica.org/titanic-survivor/marie-eugenie-spencer.html
"SPINNER, Mr Henry John",1880,1912,31,Male,3rd Class Passenger,369943,£8             1s,,Southampton,Glove Cutter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-john-spinner.html
"STAGG, Mr John Henry",1873,1912,38,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-henry-stagg.html
"STANBROOK, Mr  Augustus George",1881,1912,31,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,316,English,https://www.encyclopedia-titanica.org/titanic-victim/augustus-stanbrook.html
"STANEFF, Mr Ivan",1889,1912,23,Male,3rd Class Passenger,349208,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/ivan-staneff.html
"STANKOVIć, Mr Ivan",1879,1912,33,Male,3rd Class Passenger,349239,£8             13s             9d,,Cherbourg,General Labourer,LOST,,,Croatian,https://www.encyclopedia-titanica.org/titanic-victim/ivan-stankovic.html
"STANLEY, Miss Amy Zillah Elsie",1888,1955,24,Female,3rd Class Passenger,2314,£7             11s,,Southampton,Servant,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/amy-zillah-elsie-stanley.html
"STANLEY, Mr Rowland Edwin",1890,1912,22,Male,3rd Class Passenger,45380,£8             1s,,Southampton,Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-roland-stanley.html
"STANTON, Mr Samuel Ward",1870,1912,42,Male,2nd Class Passenger,237734,£15                         11d,,Cherbourg,Artist,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/samuel-ward-stanton.html
"STAP, Miss Sarah Agnes",1864,1937,47,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/sarah-agnes-stap.html
"STARKEY, Mr Henry",1864,1939,48,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/henry-starkey.html
"STEAD, Mr William Thomas",1849,1912,62,Male,1st Class Passenger,113514,£26             11s,C87 ?,Southampton,Journalist,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-stead.html
